Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
39,47980.54,2939.67,2,4,1,6,3,1,Good,7902.06,36.6,115,Yes,620.03,848.93,High_spent_Medium_value_payments,Standard,1
58,52338.18,3149.4,7,3,0,2,1,2,Good,2746.18,36.4,358,Yes,258.5,1174.64,High_spent_Medium_value_payments,Good,0
34,51198.59,3131.27,2,5,2,8,5,6,Good,7393.63,17.4,125,No,326.39,1529.28,High_spent_Small_value_payments,Standard,0
43,46084.32,2911.14,3,3,0,0,0,4,Standard,11582.77,34.61,222,Yes,893.87,353.93,Low_spent_Small_value_payments,Standard,1
61,63512.98,4190.44,3,3,4,2,2,4,Standard,21409.38,4.33,400,Yes,517.85,1919.34,High_spent_Medium_value_payments,Good,0
24,46038.08,2794.2,3,7,2,2,0,4,Good,18278.52,10.77,60,Yes,638.13,833.05,Low_spent_Small_value_payments,Standard,0
59,30103.41,1850.63,5,5,4,1,4,4,Bad,3958.15,22.66,140,Yes,85.67,787.67,High_spent_Small_value_payments,Poor,1
43,22525.58,1395.72,7,6,2,6,2,0,Bad,7111.59,11.19,103,No,314.62,304.52,Low_spent_Large_value_payments,Poor,1
42,31276.3,2090.71,6,5,3,5,2,4,Standard,17636.03,46.63,253,Yes,533.05,758.03,Low_spent_Small_value_payments,Poor,1
27,43847.71,2923.37,3,6,3,26,7,5,Bad,14517.66,33.31,89,No,416.69,1174.43,Low_spent_Medium_value_payments,Poor,1
62,30041.96,1981.77,4,7,2,4,2,2,Bad,15966.42,15.98,305,Yes,581.79,355.13,Low_spent_Medium_value_payments,Poor,1
36,43853.21,2750.2,5,6,2,8,5,1,Good,12395.84,31.55,134,Yes,539.18,873.19,High_spent_Large_value_payments,Standard,1
28,47263.33,3025.82,3,5,3,1,2,4,Bad,3614.05,48.17,38,No,109.21,1232.51,High_spent_Large_value_payments,Poor,1
30,59868.61,3654.83,5,4,1,5,1,4,Standard,7720.38,33.2,57,No,733.58,1621.0,High_spent_Large_value_payments,Standard,0
25,78407.67,4896.82,2,8,2,3,1,1,Standard,35495.79,22.17,38,No,1623.41,510.95,High_spent_Small_value_payments,Standard,1
57,38055.64,2653.43,1,5,2,9,2,3,Good,3834.64,38.42,202,Yes,132.44,1265.25,Low_spent_Large_value_payments,Standard,1
21,16569.75,1170.05,4,7,0,10,3,3,Good,2451.99,22.31,26,No,211.0,264.82,High_spent_Medium_value_payments,Standard,0
64,29523.37,1978.55,5,7,5,1,0,8,Bad,9943.74,9.55,478,Yes,178.13,1172.53,High_spent_Small_value_payments,Standard,0
48,37288.4,2607.66,2,5,3,0,0,2,Standard,869.78,29.87,257,Yes,28.72,1293.31,Low_spent_Small_value_payments,Good,0
45,15000.0,1004.45,6,3,1,3,3,6,Bad,4254.01,16.63,261,No,302.19,391.96,Low_spent_Medium_value_payments,Poor,1
28,83549.85,5043.04,3,7,1,2,4,4,Good,35630.34,21.05,81,No,2712.35,321.43,Low_spent_Medium_value_payments,Standard,0
60,39554.18,2800.37,2,3,0,6,3,2,Bad,16342.64,6.8,131,Yes,1528.62,416.01,High_spent_Large_value_payments,Poor,0
18,45652.41,2788.08,3,5,2,0,0,3,Standard,18381.93,12.4,6,Yes,795.03,1155.32,Low_spent_Large_value_payments,Standard,1
66,82397.95,5553.23,5,5,1,5,2,1,Standard,7517.17,23.87,274,Yes,579.03,2292.48,Low_spent_Large_value_payments,Good,0
64,24882.36,1561.1,3,5,2,3,1,3,Good,11496.27,8.39,341,No,514.39,414.79,High_spent_Large_value_payments,Good,0
69,51247.66,3292.48,1,3,0,1,4,3,Standard,13065.11,35.33,423,Yes,995.48,932.76,High_spent_Medium_value_payments,Standard,0
55,33998.83,2277.84,2,6,1,4,3,5,Standard,11067.45,31.54,387,No,805.23,578.85,High_spent_Medium_value_payments,Standard,1
41,32517.96,2104.84,3,6,3,13,3,0,Bad,8555.3,52.7,77,Yes,200.01,655.21,High_spent_Small_value_payments,Poor,1
64,22849.5,1432.99,6,5,2,10,3,4,Good,8408.4,17.2,459,Yes,363.06,566.2,High_spent_Medium_value_payments,Good,0
48,98652.8,6276.6,4,4,3,10,5,5,Standard,2108.23,9.21,244,Yes,53.23,3753.95,High_spent_Large_value_payments,Good,0
58,28989.82,1846.65,5,5,0,1,1,2,Standard,9792.34,0.65,270,No,866.74,305.43,Low_spent_Large_value_payments,Good,0
63,55253.03,3889.41,3,4,2,2,0,2,Standard,28973.34,14.53,261,Yes,1317.55,719.47,High_spent_Medium_value_payments,Standard,1
67,15000.0,1029.77,4,4,0,0,2,4,Standard,415.37,24.6,412,No,39.07,472.39,Low_spent_Large_value_payments,Good,0
43,73717.32,4789.24,2,8,0,0,2,2,Standard,10315.92,62.49,131,Yes,850.8,1408.92,High_spent_Small_value_payments,Poor,0
66,68276.89,4244.41,1,4,4,1,3,1,Standard,19853.58,37.85,402,No,358.95,2025.93,High_spent_Large_value_payments,Good,0
67,38501.81,2648.39,1,2,0,10,4,2,Good,3284.33,14.4,421,No,238.63,1056.86,High_spent_Small_value_payments,Good,0
22,31692.47,1955.51,4,3,3,0,1,6,Standard,9649.14,49.05,15,No,252.22,647.85,High_spent_Large_value_payments,Poor,1
37,46166.05,2875.22,2,2,2,2,3,3,Standard,2800.16,37.26,94,Yes,124.6,1341.99,High_spent_Large_value_payments,Poor,1
69,143382.96,9171.51,5,3,3,0,1,4,Standard,54510.44,21.4,222,Yes,1759.83,3149.12,High_spent_Large_value_payments,Standard,0
58,15000.0,1043.06,2,4,1,1,2,3,Standard,4715.45,7.71,368,No,461.82,50.0,Low_spent_Small_value_payments,Good,0
28,58059.08,3566.44,5,8,5,7,1,6,Bad,9169.98,10.22,34,Yes,137.36,1683.34,Low_spent_Large_value_payments,Poor,1
50,21015.8,1288.78,3,5,1,12,4,5,Standard,3939.48,59.33,94,Yes,282.25,414.95,Low_spent_Small_value_payments,Poor,1
67,35884.08,2345.07,2,8,3,2,2,2,Good,10658.82,6.81,235,Yes,338.39,893.47,Low_spent_Small_value_payments,Good,0
55,31296.82,1971.53,2,3,2,1,3,3,Good,11119.35,36.51,200,No,498.38,668.02,High_spent_Medium_value_payments,Good,0
44,28085.51,1858.17,4,2,4,4,5,1,Good,6381.53,13.45,156,Yes,128.54,863.01,Low_spent_Large_value_payments,Good,0
51,36088.19,2341.86,2,7,2,0,1,4,Standard,6060.78,24.94,268,No,213.44,1131.77,High_spent_Medium_value_payments,Good,0
32,18388.8,1189.98,5,5,4,2,1,3,Good,5869.28,16.54,72,Yes,116.25,390.87,High_spent_Medium_value_payments,Standard,1
49,67339.9,4122.08,4,5,2,7,2,5,Standard,27670.32,73.81,301,Yes,927.06,804.04,Low_spent_Medium_value_payments,Poor,1
38,15000.0,922.92,6,7,1,0,1,5,Standard,3689.11,42.21,183,Yes,354.33,160.35,Low_spent_Medium_value_payments,Poor,0
63,50204.44,3458.84,2,7,2,1,1,2,Standard,6728.48,22.12,256,Yes,309.79,1377.53,High_spent_Medium_value_payments,Good,0
22,29854.13,2077.76,6,7,2,1,2,0,Good,4585.31,35.92,38,Yes,193.08,859.87,High_spent_Large_value_payments,Standard,1
23,17987.73,1125.0,4,5,1,2,0,3,Good,6034.64,49.22,44,No,510.86,50.0,High_spent_Large_value_payments,Standard,1
55,41004.21,2510.65,6,6,0,0,5,5,Standard,5957.41,11.46,325,Yes,424.3,910.36,High_spent_Small_value_payments,Good,0
39,15000.0,908.68,3,5,4,2,1,4,Standard,3864.77,59.65,184,Yes,93.7,357.25,Low_spent_Large_value_payments,Poor,1
35,37191.23,2476.56,7,3,2,3,3,7,Good,12261.71,48.74,74,No,458.45,845.04,Low_spent_Medium_value_payments,Poor,1
31,15464.06,1047.68,3,5,2,0,3,2,Standard,1973.84,30.16,44,No,69.37,439.68,High_spent_Small_value_payments,Standard,0
27,47894.85,3067.13,4,6,6,8,2,2,Good,7656.23,23.84,69,Yes,119.58,1184.54,Low_spent_Small_value_payments,Standard,1
63,20855.76,1404.91,3,6,4,6,3,4,Standard,1695.59,63.77,327,Yes,37.64,711.56,Low_spent_Medium_value_payments,Poor,1
30,27705.98,1876.35,6,6,3,1,1,3,Standard,14413.58,36.13,95,No,344.19,528.27,High_spent_Large_value_payments,Standard,0
48,43320.0,3038.16,3,3,1,0,2,2,Standard,1068.66,16.27,192,No,71.41,1729.01,High_spent_Small_value_payments,Good,0
47,22844.71,1386.74,4,1,5,31,7,2,Good,11572.94,16.79,96,No,214.33,691.83,High_spent_Large_value_payments,Poor,1
20,35074.22,2177.52,5,4,4,0,2,4,Good,11701.43,49.6,18,Yes,280.83,662.21,Low_spent_Large_value_payments,Poor,1
47,15000.0,911.14,6,10,2,3,2,2,Standard,4767.19,9.78,305,Yes,210.92,233.04,Low_spent_Small_value_payments,Good,1
23,53025.35,3680.13,2,7,3,6,3,4,Bad,8810.96,15.83,42,Yes,278.88,2093.17,High_spent_Medium_value_payments,Poor,0
46,104709.83,7181.67,5,1,2,13,5,3,Good,24936.35,14.13,160,Yes,1108.55,3153.3,High_spent_Medium_value_payments,Standard,0
25,193944.11,12844.0,4,4,4,3,0,2,Good,107521.37,15.09,60,Yes,2672.11,4891.19,Low_spent_Medium_value_payments,Standard,0
61,38357.33,2336.21,8,4,0,4,5,3,Bad,14948.03,38.09,169,No,1483.16,50.0,Low_spent_Small_value_payments,Poor,1
62,58274.65,3669.02,4,4,0,11,3,3,Standard,20013.21,55.11,470,Yes,1901.53,575.11,Low_spent_Medium_value_payments,Poor,1
60,15000.0,948.38,5,8,1,2,3,2,Good,2049.42,20.11,348,Yes,181.13,397.44,High_spent_Medium_value_payments,Good,0
61,89468.38,5911.6,4,5,1,2,2,5,Bad,20074.42,11.03,347,No,1390.88,1697.39,Low_spent_Medium_value_payments,Standard,0
50,57857.43,3633.18,7,2,2,11,4,8,Bad,20803.34,40.54,185,Yes,970.5,1056.33,High_spent_Medium_value_payments,Poor,1
34,27163.79,1651.3,4,2,1,6,2,2,Good,9523.08,28.63,143,Yes,863.45,50.0,High_spent_Small_value_payments,Standard,1
65,76290.86,5181.42,2,5,1,5,1,1,Good,12626.17,11.34,428,Yes,1197.6,1963.34,Low_spent_Small_value_payments,Good,0
28,31173.21,1971.39,3,3,2,0,0,4,Standard,11242.84,31.9,75,Yes,553.68,386.38,Low_spent_Medium_value_payments,Poor,1
30,27589.34,1790.57,4,5,3,2,2,3,Standard,6553.19,20.82,127,No,218.03,604.6,High_spent_Small_value_payments,Standard,1
67,48300.68,2964.84,2,6,1,2,2,2,Bad,13811.47,1.96,336,No,967.67,351.48,Low_spent_Small_value_payments,Standard,0
28,19186.98,1318.04,5,4,4,12,5,3,Standard,787.38,17.21,55,Yes,13.18,677.14,High_spent_Medium_value_payments,Poor,1
48,67035.32,4432.82,3,3,1,0,2,1,Standard,7269.57,40.1,115,Yes,660.61,1239.21,High_spent_Small_value_payments,Standard,1
45,19271.95,1344.55,3,3,0,20,6,3,Standard,2008.08,29.35,184,No,193.03,692.34,High_spent_Medium_value_payments,Poor,1
61,19340.7,1264.26,5,2,3,12,4,2,Bad,4220.31,14.54,160,No,120.52,530.3,High_spent_Large_value_payments,Poor,1
23,21040.11,1476.99,3,6,4,5,3,6,Bad,1014.39,24.55,35,No,17.41,767.59,High_spent_Medium_value_payments,Poor,1
58,57279.61,3990.21,3,6,1,2,1,3,Bad,28051.18,34.51,267,No,2617.5,50.0,Low_spent_Medium_value_payments,Poor,0
33,25082.73,1661.6,4,9,1,7,3,2,Standard,8883.35,40.6,128,Yes,647.4,242.23,Low_spent_Medium_value_payments,Poor,1
21,16174.68,1134.12,2,5,1,8,3,2,Standard,5426.1,12.71,31,No,448.99,322.59,Low_spent_Medium_value_payments,Poor,1
52,25250.27,1603.4,1,2,3,0,0,6,Bad,9393.78,20.53,225,Yes,247.48,532.4,Low_spent_Medium_value_payments,Poor,1
65,35623.99,2278.55,8,5,1,10,3,3,Good,10462.76,42.71,247,No,869.78,409.68,High_spent_Small_value_payments,Standard,1
43,17879.61,1081.59,5,4,2,0,1,2,Good,1592.44,41.82,71,No,57.2,431.96,High_spent_Medium_value_payments,Standard,0
29,18196.62,1207.95,6,3,2,2,1,3,Standard,5721.94,58.43,38,No,254.9,316.51,Low_spent_Large_value_payments,Poor,0
28,128898.15,8741.98,4,4,1,1,2,6,Standard,41780.9,34.26,50,Yes,3354.48,777.25,Low_spent_Large_value_payments,Poor,1
54,21669.49,1481.76,4,10,0,3,3,2,Bad,8219.73,18.51,232,No,653.19,253.19,High_spent_Large_value_payments,Poor,1
42,29916.77,1843.56,1,2,2,13,3,1,Good,10566.59,48.16,69,Yes,383.44,547.99,High_spent_Small_value_payments,Poor,1
35,29133.9,1888.22,2,5,1,2,3,2,Standard,10521.95,15.81,159,Yes,919.03,50.0,Low_spent_Small_value_payments,Standard,1
36,28203.06,1746.22,2,3,2,8,3,3,Good,2061.23,24.97,67,Yes,91.38,836.17,Low_spent_Medium_value_payments,Standard,0
40,52723.05,3541.57,7,6,3,3,0,2,Bad,8387.58,15.29,116,No,193.89,2136.28,Low_spent_Small_value_payments,Standard,0
55,64144.0,3958.4,5,4,2,8,2,7,Bad,11437.35,7.89,176,Yes,538.2,1346.37,High_spent_Small_value_payments,Poor,1
35,30225.08,2109.56,3,4,0,11,2,3,Bad,9097.39,42.88,174,No,875.44,71.29,High_spent_Medium_value_payments,Poor,0
43,17293.97,1080.85,4,6,3,2,2,5,Good,2920.97,35.54,176,Yes,97.02,621.71,High_spent_Small_value_payments,Standard,1
23,78015.6,4927.22,5,3,2,2,1,2,Standard,8962.6,12.47,18,No,350.34,2414.91,High_spent_Small_value_payments,Good,0
21,34296.39,2373.93,5,4,4,1,1,4,Good,14530.03,31.56,11,Yes,315.67,1224.65,High_spent_Medium_value_payments,Standard,0
61,102558.96,6662.92,2,3,4,11,3,4,Good,31077.85,31.59,463,Yes,549.35,2978.02,High_spent_Large_value_payments,Good,0
68,15000.0,903.9,4,6,4,6,2,3,Standard,4010.72,13.16,323,Yes,80.88,293.5,Low_spent_Medium_value_payments,Standard,0
46,40832.84,2668.75,4,2,4,3,1,4,Good,18052.08,41.18,202,Yes,430.05,1422.16,Low_spent_Small_value_payments,Standard,1
51,114824.92,6994.66,7,5,0,2,0,3,Standard,18750.14,47.81,282,No,1700.92,2785.95,High_spent_Medium_value_payments,Good,0
34,29379.18,2076.36,2,2,2,0,0,5,Bad,10342.48,30.68,127,No,433.52,793.16,Low_spent_Medium_value_payments,Poor,0
60,31720.04,2105.3,3,5,1,1,7,2,Good,11226.67,29.96,130,Yes,1062.55,346.29,Low_spent_Large_value_payments,Standard,0
60,43360.62,2722.14,4,6,3,1,2,1,Good,13861.98,14.41,183,Yes,435.96,1285.8,Low_spent_Medium_value_payments,Good,0
33,25970.65,1716.84,3,5,2,10,6,1,Standard,4204.45,9.84,102,Yes,203.82,633.21,Low_spent_Medium_value_payments,Poor,0
19,30114.34,1831.94,6,5,1,5,1,5,Bad,9403.71,27.28,6,Yes,689.9,585.91,Low_spent_Medium_value_payments,Poor,1
51,29652.77,2036.12,4,3,4,1,2,3,Standard,9307.46,44.33,188,Yes,172.88,1120.73,Low_spent_Medium_value_payments,Poor,0
25,24923.03,1745.22,2,11,2,2,0,2,Good,4199.44,40.54,59,No,208.29,787.88,Low_spent_Medium_value_payments,Standard,0
30,75910.78,5273.76,4,4,1,1,1,3,Bad,18898.92,54.51,60,No,1579.21,1443.1,High_spent_Large_value_payments,Poor,1
59,47889.27,3050.66,3,3,0,1,3,6,Bad,22779.98,13.53,233,Yes,2011.18,50.0,Low_spent_Large_value_payments,Poor,1
25,42208.5,2681.47,4,12,1,0,0,6,Standard,13438.01,48.63,73,Yes,1301.8,547.8,High_spent_Small_value_payments,Poor,0
47,58991.14,3561.89,3,7,3,8,3,4,Good,19307.41,39.11,79,No,545.66,1812.64,Low_spent_Small_value_payments,Standard,0
49,30988.97,2078.02,5,3,1,0,5,7,Good,9201.76,52.22,166,No,659.26,669.86,High_spent_Large_value_payments,Poor,0
53,22821.94,1501.57,3,4,1,2,2,3,Good,5955.51,18.27,203,No,473.42,393.0,High_spent_Large_value_payments,Good,0
64,25296.6,1643.68,3,3,1,1,2,2,Standard,7458.85,21.01,192,Yes,625.82,216.6,High_spent_Large_value_payments,Standard,1
47,36354.37,2538.72,6,4,3,2,3,3,Standard,15737.77,6.62,223,Yes,432.83,1221.58,High_spent_Medium_value_payments,Standard,0
18,19234.73,1189.07,4,6,1,11,3,1,Good,287.66,48.52,6,No,28.71,602.78,Low_spent_Small_value_payments,Poor,1
60,26898.97,1616.76,2,6,1,3,2,3,Good,5367.88,42.18,213,No,399.3,371.12,High_spent_Medium_value_payments,Good,0
56,26644.29,1619.82,5,4,2,2,2,1,Standard,9385.24,39.0,94,Yes,432.08,249.17,High_spent_Large_value_payments,Poor,1
34,129927.74,8110.07,4,5,2,2,3,5,Standard,19941.49,16.03,80,Yes,675.18,3734.26,Low_spent_Small_value_payments,Good,0
37,15000.0,905.41,4,6,1,0,3,6,Standard,3471.85,28.98,193,Yes,273.74,302.43,Low_spent_Medium_value_payments,Poor,1
41,32605.24,2133.93,2,4,1,4,1,1,Standard,4389.33,53.49,220,Yes,306.87,1119.19,High_spent_Small_value_payments,Poor,0
67,102274.56,6484.48,4,6,4,1,2,3,Standard,36857.77,24.68,367,Yes,788.63,2995.97,Low_spent_Large_value_payments,Good,1
39,39069.86,2420.58,6,6,1,4,2,2,Standard,20785.32,19.24,136,Yes,1583.25,50.0,High_spent_Medium_value_payments,Poor,1
46,57070.95,3888.01,3,7,2,5,2,2,Standard,8382.69,21.08,149,Yes,366.52,1845.28,Low_spent_Small_value_payments,Standard,1
39,38557.11,2398.83,1,5,2,8,5,2,Good,13486.8,8.31,140,Yes,581.71,579.16,Low_spent_Medium_value_payments,Standard,0
61,24333.27,1641.26,4,3,1,6,4,3,Bad,7238.83,16.29,105,Yes,606.85,55.06,High_spent_Large_value_payments,Poor,1
26,15000.0,956.76,5,8,7,4,1,5,Standard,7980.21,13.12,73,Yes,108.12,311.54,Low_spent_Medium_value_payments,Poor,1
54,41079.87,2692.57,4,5,3,7,3,2,Standard,11967.28,29.69,151,Yes,324.48,838.8,Low_spent_Small_value_payments,Poor,1
27,22802.74,1598.86,4,5,2,5,1,2,Good,4468.96,46.8,53,Yes,205.08,455.2,High_spent_Small_value_payments,Poor,0
53,22466.91,1357.11,6,4,3,2,1,3,Standard,6340.0,44.15,347,No,170.98,482.67,High_spent_Small_value_payments,Standard,0
54,26919.54,1761.06,3,7,2,0,0,3,Standard,4856.27,38.06,88,Yes,239.38,465.4,High_spent_Large_value_payments,Poor,1
45,103457.57,7165.08,3,6,1,7,3,4,Good,25309.13,27.57,149,Yes,1822.24,2765.02,Low_spent_Medium_value_payments,Standard,0
45,153722.23,10202.5,3,3,3,1,0,4,Good,80027.29,20.18,115,No,2431.54,3551.01,High_spent_Small_value_payments,Good,0
59,41370.56,2606.32,4,2,5,9,3,2,Standard,6433.47,40.9,438,Yes,88.55,1193.33,High_spent_Large_value_payments,Standard,1
60,27477.96,1767.06,3,11,2,5,3,1,Good,9971.38,43.32,329,Yes,358.87,607.92,High_spent_Large_value_payments,Standard,0
38,17919.85,1207.25,5,3,0,2,1,4,Bad,4297.97,47.51,188,Yes,362.4,277.44,Low_spent_Medium_value_payments,Poor,1
41,48104.17,3350.48,4,8,2,16,7,1,Bad,8336.06,32.85,200,No,340.85,1276.12,High_spent_Large_value_payments,Poor,0
59,105846.3,6397.87,2,3,0,6,2,1,Good,46949.95,12.58,126,No,4478.51,50.0,Low_spent_Large_value_payments,Standard,0
57,31306.96,1902.68,4,7,2,3,0,5,Bad,7695.89,9.94,381,Yes,256.66,770.27,Low_spent_Large_value_payments,Standard,0
19,15000.0,952.82,6,3,0,1,2,3,Standard,2486.94,17.35,6,Yes,215.29,393.43,Low_spent_Small_value_payments,Poor,1
25,54286.44,3394.08,6,4,0,1,1,1,Standard,13109.17,15.11,58,Yes,1012.81,574.57,High_spent_Large_value_payments,Standard,0
65,65594.02,4123.9,4,5,1,1,0,6,Standard,12263.59,46.95,407,Yes,1015.89,912.9,Low_spent_Small_value_payments,Standard,1
44,15000.0,935.96,5,6,3,3,0,2,Standard,5967.48,25.36,272,No,169.44,285.24,High_spent_Small_value_payments,Good,0
39,40371.95,2507.96,6,6,2,1,2,2,Standard,19262.6,22.65,103,No,815.57,566.23,Low_spent_Large_value_payments,Standard,1
54,47607.02,2923.79,4,3,5,6,1,2,Bad,7609.8,30.76,335,No,150.14,1424.29,High_spent_Small_value_payments,Standard,0
44,34756.98,2437.08,4,6,1,8,2,2,Bad,6191.89,23.39,188,Yes,616.47,510.51,High_spent_Small_value_payments,Poor,1
46,22596.21,1391.07,1,7,1,0,0,2,Standard,2110.03,36.48,284,Yes,176.18,471.28,Low_spent_Small_value_payments,Standard,1
20,66806.95,4156.35,5,4,3,6,3,3,Standard,21394.36,25.18,11,No,571.03,1098.33,Low_spent_Medium_value_payments,Poor,1
61,28508.92,1786.59,4,5,2,3,1,4,Standard,6381.47,26.01,354,Yes,289.57,602.88,High_spent_Small_value_payments,Standard,1
30,15000.0,1051.61,4,2,2,0,2,1,Standard,3848.99,39.38,47,Yes,161.57,286.47,High_spent_Large_value_payments,Poor,1
62,15000.0,1022.8,2,3,1,1,2,2,Bad,6013.02,44.58,438,Yes,548.34,62.04,High_spent_Small_value_payments,Poor,1
27,77382.02,5304.93,2,3,2,10,3,2,Standard,35718.67,10.96,95,Yes,1418.78,821.64,Low_spent_Large_value_payments,Poor,1
53,52575.13,3214.17,4,4,2,6,2,1,Good,20025.92,32.81,170,Yes,822.98,552.88,High_spent_Medium_value_payments,Standard,1
26,38283.88,2643.89,4,3,2,2,4,5,Standard,2132.61,5.74,79,Yes,73.98,1037.49,Low_spent_Large_value_payments,Standard,1
44,27884.75,1796.39,2,7,1,6,3,1,Good,9428.47,17.48,73,No,834.98,79.89,Low_spent_Large_value_payments,Standard,0
51,26439.14,1661.63,6,2,1,1,2,3,Good,8091.71,54.58,305,Yes,760.65,266.3,Low_spent_Large_value_payments,Standard,0
68,19044.96,1261.49,4,5,2,1,0,3,Standard,2195.18,42.82,317,Yes,79.68,661.82,High_spent_Medium_value_payments,Standard,0
18,28032.69,1931.65,3,1,3,12,7,5,Standard,2291.35,21.78,6,Yes,75.14,1163.3,High_spent_Medium_value_payments,Poor,1
49,15000.0,1026.53,3,6,1,1,6,2,Standard,2913.72,40.58,142,Yes,289.65,147.96,High_spent_Medium_value_payments,Poor,0
42,23350.22,1626.15,7,4,1,1,2,4,Bad,5530.61,5.93,68,No,474.92,537.5,High_spent_Medium_value_payments,Poor,0
46,30134.85,2111.09,4,4,3,4,1,1,Standard,6950.27,32.04,192,Yes,160.52,1266.19,Low_spent_Medium_value_payments,Standard,1
24,52361.56,3276.77,2,6,1,10,4,4,Good,10155.27,54.2,51,Yes,946.29,1236.62,Low_spent_Large_value_payments,Poor,1
66,35455.87,2290.16,4,6,0,7,2,2,Standard,12180.63,62.97,307,Yes,1001.62,326.31,Low_spent_Small_value_payments,Poor,1
20,58510.05,3519.88,1,3,1,2,0,0,Good,24078.69,43.84,12,Yes,2299.77,50.0,Low_spent_Medium_value_payments,Poor,0
37,81591.56,5672.73,4,4,0,5,4,1,Standard,8835.85,18.73,80,Yes,827.6,1685.28,High_spent_Small_value_payments,Standard,1
37,68521.45,4226.03,4,2,0,1,5,2,Good,14983.69,7.98,125,Yes,1291.45,1060.6,Low_spent_Medium_value_payments,Good,1
47,48161.05,3339.13,4,7,1,3,1,3,Standard,31397.87,47.51,290,No,2129.73,50.0,High_spent_Small_value_payments,Poor,0
52,36574.9,2325.01,2,5,1,9,3,4,Good,18782.44,52.17,202,No,1622.91,50.0,High_spent_Small_value_payments,Poor,1
52,20161.44,1290.09,6,7,1,13,4,3,Standard,4699.45,7.58,293,Yes,432.68,193.57,Low_spent_Medium_value_payments,Standard,0
66,56611.44,3420.69,11,6,3,6,2,6,Standard,19514.02,25.5,427,Yes,575.64,1114.9,High_spent_Large_value_payments,Standard,1
56,99493.58,6321.94,1,5,0,2,2,6,Good,36847.41,8.33,275,Yes,3260.28,50.0,Low_spent_Large_value_payments,Standard,0
44,44589.94,3104.53,4,2,4,1,2,0,Standard,7625.18,62.22,135,Yes,175.79,1771.67,High_spent_Medium_value_payments,Poor,1
43,114732.14,6915.68,6,9,1,1,2,3,Standard,17084.31,9.18,190,No,1440.37,1424.52,Low_spent_Small_value_payments,Good,1
31,15000.0,966.03,5,9,1,6,2,2,Good,4660.3,43.74,87,Yes,429.56,50.0,High_spent_Medium_value_payments,Poor,1
34,18169.54,1096.35,6,3,3,1,0,3,Bad,6745.36,12.86,150,No,166.53,547.7,High_spent_Large_value_payments,Standard,0
35,60664.92,3883.67,6,7,0,2,1,3,Standard,14739.38,17.21,78,Yes,1182.57,1266.3,High_spent_Medium_value_payments,Standard,1
62,42555.91,2632.95,1,4,0,16,6,4,Standard,12030.61,35.29,176,No,1066.26,309.77,High_spent_Medium_value_payments,Poor,1
69,79879.08,5011.0,4,6,3,12,4,5,Standard,17382.54,28.38,220,Yes,417.98,1639.71,High_spent_Large_value_payments,Poor,1
46,35979.95,2500.87,3,4,0,12,3,3,Standard,4448.47,62.64,132,No,410.21,1318.9,Low_spent_Small_value_payments,Poor,1
37,21573.37,1396.31,5,5,4,0,0,1,Standard,4677.13,37.85,142,Yes,100.78,605.68,High_spent_Small_value_payments,Standard,0
44,31947.34,2011.6,2,5,2,13,3,6,Bad,1640.97,13.13,185,No,74.7,802.11,Low_spent_Large_value_payments,Poor,0
35,15000.0,995.77,2,8,3,1,1,1,Good,7827.75,35.59,59,Yes,248.82,362.84,High_spent_Small_value_payments,Standard,1
21,18450.48,1135.43,1,8,4,7,5,2,Standard,2316.7,41.34,31,No,57.3,692.78,High_spent_Small_value_payments,Poor,1
18,65086.11,4088.06,5,6,0,1,0,4,Good,9359.76,25.65,6,Yes,714.29,1019.44,Low_spent_Small_value_payments,Standard,0
67,61308.42,4041.31,5,2,2,2,1,2,Bad,21869.36,29.12,406,No,1018.46,868.16,High_spent_Large_value_payments,Standard,1
18,45152.57,2825.34,3,7,0,2,2,4,Bad,9623.81,7.8,6,No,757.19,415.01,Low_spent_Medium_value_payments,Poor,0
43,15000.0,1010.36,2,5,1,3,1,3,Good,2688.58,38.27,80,Yes,222.74,331.83,High_spent_Small_value_payments,Standard,1
62,29288.72,1913.27,2,4,2,11,4,3,Standard,969.73,5.64,393,Yes,42.21,1200.83,Low_spent_Small_value_payments,Good,0
37,17413.48,1190.44,3,4,2,5,2,2,Good,2505.68,13.7,127,Yes,93.42,572.2,High_spent_Large_value_payments,Good,0
69,73564.65,5169.58,4,8,2,1,1,5,Good,10552.16,41.24,263,No,389.09,2914.66,High_spent_Small_value_payments,Good,0
40,25585.13,1567.21,1,4,3,2,1,7,Good,3355.68,26.83,180,No,96.64,589.27,High_spent_Small_value_payments,Good,0
27,18930.91,1204.49,6,5,2,0,0,6,Good,6373.94,26.52,85,Yes,286.8,207.45,High_spent_Small_value_payments,Standard,0
28,36970.58,2346.22,4,9,2,2,0,5,Standard,14504.95,40.65,60,Yes,714.44,465.38,Low_spent_Small_value_payments,Poor,1
58,24733.34,1524.51,4,11,1,2,3,2,Good,11975.33,30.95,200,Yes,1025.02,50.0,High_spent_Large_value_payments,Standard,0
